path,exposure_seconds,method,source
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24395.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21107.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22209.txt,0.135,exposure_val_secs,"-Exposure
0.135 sec (5/37)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22972.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4008.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20374.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19326.txt,0.012,exposure_val_secs,"-Exposure
0.012 sec (5883/500000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7588.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8477.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24531.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22778.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2049.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16708.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2824.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/2000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12923.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (7503/1000000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19289.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2875.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17595.txt,0.044,exposure_val_secs,"-Exposure
0.044 sec (2/45)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22438.txt,0.109,exposure_val_secs,"-Exposure
0.109 sec (5/46)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15275.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9934.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23148.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1087.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4215.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6813.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4618.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24837.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/350)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3391.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15256.txt,0.03,exposure_val_secs,"-Exposure
0.03 sec (1/33)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21459.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15189.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16400.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8452.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (2147483/536870912)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19080.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11057.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13253.txt,0.0003333333333333333,exposure_val_fracsecs,"-Exposure
1/3000 sec"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13931.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21828.txt,0.065,exposure_val_secs,"-Exposure
0.065 sec (13/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7123.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18108.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20345.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1600)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5462.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12982.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18103.txt,0.048,exposure_val_secs,"-Exposure
0.048 sec (1/21)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10190.txt,0.6,exposure_val_secs,"-Exposure
0.6 sec (3/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13711.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1978.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5363.txt,0.208,exposure_val_secs,"-Exposure
0.208 sec (104197/500000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16705.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3961.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1052.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18371.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/180)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20942.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/640)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9926.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3543.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/640)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif159.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13486.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3768.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2684.txt,0.2,exposure_val_secs,"-Exposure
0.2 sec (1/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22050.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18114.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6064.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18502.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3290.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13373.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (5/1364)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10106.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10540.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5060.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14726.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13370.txt,0.4,exposure_val_secs,"-Exposure
0.4 sec (2/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4937.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif636.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4977.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8560.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (13421773/1073741824)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21323.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15931.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14278.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8618.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8255.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9359.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7977.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16410.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11990.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/950)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2515.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12128.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif972.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5449.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2606.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17835.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13214.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2076.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21599.txt,0.011,exposure_val_secs,"-Exposure
0.011 sec (11/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13806.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18331.txt,2.5,exposure_val_secs,"-Exposure
2.5 sec (5/2)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20050.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17434.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21397.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22887.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5450.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5977.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18045.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14660.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10038.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6557.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1373.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13364.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23080.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11673.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/750)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24526.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/600)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19509.txt,4.5,exposure_val_secs,"-Exposure
4.5 sec (9/2)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12060.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12600.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/420)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19881.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18038.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5648.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14285.txt,0.022,exposure_val_secs,"-Exposure
0.022 sec (1/45)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11915.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15867.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1363.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23626.txt,30.0,exposure_val_secs,"-Exposure
30 sec (30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3573.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22693.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21756.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10389.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10792.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5620.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif768.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15667.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23551.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/640)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15266.txt,0.167,exposure_val_secs,"-Exposure
0.167 sec (1/6)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20857.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15674.txt,0.07,exposure_val_secs,"-Exposure
0.07 sec (5/71)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18653.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21214.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16749.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5479.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19092.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15147.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13269.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6295.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20197.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13974.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8109.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18391.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14461.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif209.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20015.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/640)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6857.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5672.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22650.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12240.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5046.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21243.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif145.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13312.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22278.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17342.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15022.txt,0.333,exposure_val_secs,"-Exposure
0.333 sec (1/3)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12895.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22129.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/640)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21645.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10769.txt,0.5,exposure_val_secs,"-Exposure
0.5 sec (1/2)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4147.txt,0.1,exposure_val_secs,"-Exposure
0.1 sec (1/10)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18776.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23491.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13314.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11163.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5042.txt,0.067,exposure_val_secs,"-Exposure
0.067 sec (1/15)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23636.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10084.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17766.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9776.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7349.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17888.txt,0.067,exposure_val_secs,"-Exposure
0.067 sec (1/15)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13100.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12221.txt,3.0,exposure_val_secs,"-Exposure
3 sec (3)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1318.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11698.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13165.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7453.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5626.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5294.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8809.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
